node_id	feature(feature_amount:931)	label
7551	521	1
1298	521	3
7366	92,901,615,481	1
4697	521,651,825,828,356	4
4132	138,570,615,904,92	2
290	521,361,369,387	4
2714	334,92,127	2
6565	92,138,144,521,530	2
6815	263,255,268,521,761	3
2214	21,77,92,252,521,677	2
585	488,732,521	0
1942	92,129,138,446,521,447,570,675	3
6215	12,92,138,144,521	2
5843	361	0
758	73,92,138,278,660,521,865	4
176	92,138,290,867,521,612	2
2134	537,127	4
5221	138,92,334,529,559,417,392	3
369	342,92,539	1
2451	92,138,142,521,606,149,410	3
2482	32,369,387,467,521	2
6097	92,127,132,138,163,252,286,45,677,334	4
4589	60,92,138,521,704,491	3
3648	263,268,620,677	1
6044	6,188,203,294,316,825,827,828	4
3925	8,92,127,239,344	2
2568	92	1
4322	521,173,176,177,416,761	1
6283	61,865,918,649,740,896,138,895	3
1545	722,593	0
3912	12,92,132,241,417,469,564,621,717,873	4
6131	38,369,385,387,390,522,811,814	2
2053	521,92,798,904	2
3361	164,521,566,776,800	4
1147	263,267	2
6954	92	1
2033	21,92,145,138,163,263,272,268,436,521,640,783,785	3
5933	77,90,92,138,521,570,704	4
4594	521,169,177	2
1321	521,133	1
2477	42,92,244,334	1
2713	112,61	0
1370	77,47,92,138,252,817,820	3
6262	931	2
7273	13,92,138,521	3
2125	92,138,521,554,559	0
1489	77,92,138,144,307,252,521,780,877,578	4
651	92,60,91,21,27,240,626	4
4438	369,387,521	1
2196	92,127,132,55,208,320,724,297,901	3
1734	521,369,385,387	2
6009	128,494,875,521,61,163	4
3539	21,22,46,80,133,138,144,521,704,884	3
408	138,504,92	1
938	258,268,270,521	2
1633	369,390	2
2374	827,825,651,814,37	2
2111	521,71,92,138,292,348,499,704,852,873	3
3224	92,144,121,521,746	3
1411	521,369	1
3629	32,207,356,271,260,263,270,277,267,268,435,580	4
479	521,928,138,605,681	1
4195	521,752,911,910,913,868	4
5540	32,92,138,412,521,542,714,700	3
6586	92,138,895	2
3415	521,268,761,263	2
4005	21,22,80,122,133,521,626	4
6983	18,92,570,854	0
1524	92,77,743	0
1494	138,521	0
3997	47,92,794,138,144,193,195,201,252,347,249,709	4
2081	21,77,334	4
5898	92,526	1
7585	92,138,252,278,741,821	4
2692	92,138,144,447,800,481,252,521,741,798	4
5584	21,92,138,521,606	1
4651	102,901,216,92,49,502,497,97,60,520,334	4
1363	92,138,252,281,499,521,570,776	2
5123	521,30,92,144,138,704,830	3
7341	334,428,422,429,299	4
7096	138,873	0
2377	165,387,390,369,521,384,38	3
5523	334,488	0
6277	92,132,138,218,356,396,873,481,680,921	3
7219	46,92,132,144,521,778,417,107,884	4
969	428,521	0
3634	369,387,521	1
7329	369,385,387,672	3
4098	92,138,468,570,647,850	2
3499	92,138,677,521	3
7336	225,521	0
3209	521,369,387,32,672	3
7242	80,81,94,140,320,448,592,600,625,704	4
7340	931	4
6527	80,92,111,288,320,460,500,499,615,873,880	4
5664	80,92,138,296,481,479,499,500,521,704,831,922	3
578	77,92,49,138,141,188,208,209,481,578,499,496,521,570,615	4
2738	92,77,138,563,51,598,521	3
150	61,521	1
4990	92,138,142,145,420,491,830,836,481,252,521,599	4
6402	91,124,354,394,448,521,789	4
6068	61,254,271,258,260,263,264,138,268,270,521,558,640	4
6704	92,163,286,521,677	3
1550	521,92,138,570,569	1
3380	92	0
4704	152,188,194,203,208,209,305,20,356,369,385,387,521,811	4
4152	92,132,138,677	3
834	92,51,138,356,412,521,648	4
7344	92,138,252,521	2
6877	369,387	1
3520	138,92,499,562,521,816,147,481,56	3
2712	521,123,84,550,34	3
4045	92	0
1969	92,138,473,521,762	3
1796	77,92,49,142,144,252,499,521,591,780	4
7562	369,387,521	0
5090	80,92,55,126,140,144,356,481,479,521,577,624,644,769,831,843	4
6202	92,138,615,481,326	0
3163	80,92,49,138,499,500,521,681,704,728,831,863,187,817	3
6736	521,302,558,306	4
7487	77,92,252,521	2
6309	173,177,521	3
6311	521,173,169,176,685	0
3178	931	2
3054	92,127,921,690	1
1897	92,138,521	0
634	92,138,521	2
1822	77,92,138,521,675,798,491,49	2
7565	61,128	2
5251	92,138,521,603,865	3
5585	80,521,577	3
7467	77,92,138,677,252	1
1324	521,138	0
2466	369,521	3
2038	521,61	1
5901	369,521	2
2449	77,92,166,138,252,677	4
3552	80,92,133,138,830,140,470,562	4
6510	369,387	2
170	21,22,80,133,92,138,521,928,625	1
3001	61,92,138,722	2
2141	453,92,132,138,645,327,238	3
2186	92,138,144,521,703	1
6680	369,387,390,521,379,911,914,913	4
5245	369,334	3
2104	144,521,562,143	3
5421	259,260,94,255,268,270,499,500,521,761	4
7262	188,197,209,369,385,387,389,390,448,521,730,834	4
1871	369,385,387,32,512,433	4
3447	61,626,92,138	1
6893	92,127,121,132,618,570	2
3548	92,127,704	4
2204	92,138,570	1
7526	521,90,92,138,252,351,606,781	4
738	521,727,61	0
5252	464,918	1
3347	92,138,252,521,677	2
72	63,43,92,90,200,447,861,517,521,446,531,611,647	4
3460	127,92,134,918,105,559,697,244	3
2115	521,369,358,385,387,522	2
872	361,521,581,671	3
1289	521,61,92,132,138,747,564	1
665	165,476,477,478,521,631	3
827	92,132,138,521,626,819	4
702	94,139,80,364,361,311,521,558,387	4
100	132,92	2
6560	90,138,420,521,678	4
4230	195,267,263,460,317	1
3982	8,61,92,127,334	2
6813	12,92,55,312,521,647,481,520,142	4
2333	37,227,229,236,235,868,521,910	4
1177	92,49,491,138,142,252,499,677	4
3399	229,236,521,672	3
931	92,127,132,452,593	0
3746	92,132,138,356,603,865,521	2
6821	92,864	0
3751	92,138,252,521,619,780	1
6135	92,132,138,144,521,759,677,250	4
4224	229	1
1988	92,144,77,409,625,334	3
1228	177,521	1
47	488	4
5325	92	1
766	108,55,249,481,676,704,803,848,879	4
4313	77,92,132,325,481,688	3
4888	2,3,4,291,448,809	4
4485	12,92,129,138,521	1
430	173,176,177,416,521	2
6976	138,92,111	0
252	92,138,144,250,311,540,778,808,898	4
7228	92,111,242,409,704	2
2455	173,181,180,521	3
5067	92,138,521,737	2
3079	814,825,827,828,873,586	4
6672	90,92,21	4
2173	60,63,77,78,92,49,138,252,499,502,521	4
6521	393	3
6110	92,441,334,443,558,607	1
11	92,138,521,700	1
6759	92,127	0
5711	303,428,532	4
2922	177,521,182,173	3
1178	6,60,91,92,116,128,138,480,481,547,874,875,901	4
2206	92,138	1
715	451,139,504,521,85	4
4238	521,268	1
2500	931	4
5661	21,92,138,521	0
6288	91,138,521,710,590	3
7560	38,359,558,834,811,814,165,486	4
2689	92,635,290	1
5371	92,138,704,356,570	2
3210	21,92,132,138,458,540,570,704	2
1019	92,208,356,704,340	4
3817	92,324,677	0
7523	129,138,139,92,98,135,158,252,741,703,456,578	4
7244	21,92,138,521,539,637,881,907,927	3
1987	138,92	0
2066	138,326,473	2
6435	77,92,138,521,570,704	4
4936	229,235,236,342	2
7475	521,838	2
5189	521,92,138,677	2
716	92,138,252	4
3454	504,138,92,60,111,132	4
2259	488	0
151	369,385,387	1
1269	173,177,317,319,181,167,702,172	4
2213	21,92,138,521,686,864	1
5648	92,56,138	4
820	369	2
1297	331	1
4914	92,138,521,558,841,842	4
3853	354,704,776	4
7483	92,127	0
46	92,138,521	0
1075	797,263,521	4
4118	521	4
807	92,138,542	0
6058	21,61,92,138,144,77,252,521,778	3
4656	521,138,92,570	2
1261	14,92,49,138,366,369,387,358,475,499,521	2
3356	92,138,499,570,776	4
6717	649,92,138,82,329	2
5670	931	2
3569	931	1
6514	674,92,106,121,132,212,357,330,513	4
6255	521,928	1
7325	12,92,111,138,142,450,149,591,866	3
1266	54,92,121,132,138,747,773,778	4
3607	521,361,364	1
6679	931	1
6928	92,138,144,295,521	4
2805	92	3
3904	263,267,268,521	2
7137	138,92,844,481,921,334	2
7322	263,268,521	2
2286	92,138,252,521,296,49,738	2
750	92,49,106,138,499,498,593,724,880	4
4662	47,92,138,252,450,521,677	3
5690	5,77,92,138,521,570,704,21	2
1226	92,129,150,138,521,562	1
304	92,138,615,570,357,491,675	3
6957	263,268,272,277,784,521,765	4
6831	521,554,145,129,840,311	3
2450	428,430,521	3
6395	369,385,387,485,294,521	3
6674	92,129,138,521,677	1
901	21,22,80,92,138,521,570,776,595	3
6498	92,138,704,800	2
7088	521,92,21	0
2098	521,21,25,869,615,565,448	4
5588	368,380,387,385,610,521	4
6174	452,92	1
2678	21,22,80,92,95,132,133,138,521,539,637,892,927,94	4
7316	931	3
1381	80,144,615,121,334	3
7347	225,643	1
962	82,91,448,521	4
6408	21,76,90,92,138,357,194,200,356,543,582,626,785,924	4
1054	132,138,331,593,844,92	2
3135	21,92,148,132,138,521,554,570,704,885,927	4
6150	369,387,385,381,521	3
1909	404	2
6335	369,387,521,522	2
3367	521,177	1
2338	92,127	2
1358	92,147,466,138,252,451,465,521	3
1167	271,259,258,260,263,275,277,268,270,274,459,521,742,831	4
2998	703,91,61	2
5136	46,92,132,138,144,583,591,660,763,865,786	4
4576	92,491,129,132,357,420,481,908,188,298,327,356,448,503,570,704,770,699	4
2949	92,138,339,778	1
5186	92,138	0
5003	60,111,132,128,348,602,871,873	4
2885	931	3
1865	521,92,252	0
4835	369,387,521,586	2
5575	92,138,208,312,521	3
6916	408,320	4
3413	92,138,469,625	1
4676	92,461,286,163,138	2
3469	369,387,521,522	2
4617	92,138,521,677	2
7217	39,188,194,203,294,356,369,385,387,814	4
7295	77,92,138,252,677,521	1
454	246,369,387,390,342,522,448	2
5955	76,92,447,446,521,902,903	4
5976	229,558,342,240,224,151	4
926	92,49,102,111,128,132,138,499,497,503,589,625,870,873,891,12	4
4614	92,138,521,539	0
936	91,92,111,875	3
3713	521,92,85,161,252	1
3733	521,369,387,384,40	1
2007	521,92,90,630	3
1689	9,168,172,173,174,177,219,280,448,181,521,581,685	4
3184	92,122,148,133,138,447,491,521,562,764	4
7481	132,138,873,412	1
7430	92,129,138,506,667,778	2
7516	92,138,562,720	2
4279	530,92	0
1570	90,92,127,132,320,570,578,918	4
6063	263,268,521	1
2726	441,521,750	4
6536	21,92,138,521,758	2
5024	92,132,90,240,329,542,570,704,929,901	4
5173	472,146	0
4963	92,138,252,550	1
5856	369,387,521	2
278	45,92,132,57,193,195,207,246,356,830,435,768,579,881,894,902	4
1337	381,369,387,385,671	3
2430	92,132,138,474	2
7431	521,176,173	2
984	92,138,144,521,709,417	3
4002	61,132,111,138,92,704,521	2
4267	474,92	1
7544	92,132,138,196,295,413,491,481,521	4
5905	92,138,144,521,758,864	1
7232	77,92,138,252,521,736,780	3
628	521,144,138,132,675,771,503	4
25	91,92,138,142,208,15,521,806	4
2171	361,369,671,521	2
5461	92,129,138,582	2
3004	92,138,844,106,252,326	3
3936	92,127	0
6322	521,92,138,160	1
1536	387,521	0
4934	177,176,521,416	2
3338	441,443,844,918,334	4
1264	173,176,177,168,521	2
6010	225	0
772	92,138,144,521,773	3
3223	77,138,142,252,521,677	3
1045	92,138,356,521,531,611	4
6100	92,127	0
1018	61,132,92,138,433,570,513	2
598	92,138,521,755,905	2
297	92,327	2
4200	263,268,521,715,761	3
3461	92,138,521	2
4377	92,138,521,615	1
6920	92,132,138,304,521,570,704	3
3825	77,91,92,138,194,197,252,356,517,521,719	4
7444	92,132,138,143,52,198,521,660,865,917	4
4674	92,138,408,521,558	3
3465	92,138,334,704,677	1
1662	361,521	1
1182	92,138,738,334	3
6497	91,92,132,208,319,677	4
4186	61,92,127,238,334	4
7065	521,92,129,132,138,144,356,481,570,630,704	4
4992	92,49,111,138,252,499,521,544,704,713	4
6170	521	1
867	92,138,521,722	2
7484	77,92,521,725	1
1042	92,55,129,138,295,521	4
3114	521,369,387,385,364	3
1640	92,138,677,73	3
921	138,132,890,92	0
7117	92,129,138,521,763	1
3659	92,138,334	2
86	92,847,918,409,331	1
4643	21,301,521,558	0
5405	92,77,138,521,675,481	2
2530	521,909,913	0
6780	369,385,387,381,223	2
2721	92,138,521,535,736,848,865	3
5680	173,177,521,753,416	4
2255	92,138,199,481,521,660,865,888	4
4459	521,363,369,387	3
24	188,194,303,448,488,521,732	4
4969	144,77,92,138	1
3978	21,521,138,144,439	1
5657	116,102,138	1
6965	59,92,615,704	4
4564	334,92,127,252	1
5027	263,268,521	2
3277	911,913,229	1
2884	188,356,369,385,294	4
1122	61,92,138,521	0
1763	229,236,32	2
5093	521,825,827	3
6433	173,177,369,358,387,499,521,810	3
2069	92,138	0
5663	387,369	2
6267	263,138,92	0
4583	91,92,132,138,208,209,578,704	4
4330	92,138,144,15,343	3
2734	61,521	0
4295	92,220,369,376,521,761,819,214,230,228,213	3
2912	92,138,635	3
5765	92,106,121,132,138,193,201,479,570,770,804,880	4
3974	21,80,92,12,625,334	3
273	369,387,521	1
6037	61	1
1779	361	1
4112	263,558	3
1547	334,361,387	4
1135	240,369,385	2
3617	127,241,563	2
1242	77,92,29,609	1
2245	399,400,403,404,398,406,521,682	4
6468	21,92,101,133,138,144,521,539,637	2
7266	92,468,521,535,677	4
7548	92,252,521	0
791	92,251,138,56,677,252,521	4
4977	138,77,92,301,357,420,481,830,677,252	2
698	77,92,138,521,677	2
7538	92,55,138,144,297,326,331,546,747,927	4
853	474,92	3
826	931	2
605	858,860,521	3
3654	92,138,139	1
7216	138,92,129,521,544,677,738	3
5334	44,92,138,263,268,270,473,521,662,715	4
663	111	1
5714	144,521	1
5057	263,268,521	1
6962	92,132,15,149,878,334	3
1174	92,52,132,521,539,650	3
3420	92,138,521,773	1
543	22,77,80,92,139,521	2
4807	92,49,132,138,218,356,499,521,570,569,615,793,808,816,817	4
305	90,92,163,784,570,704	3
228	369,387,385,834,522	4
3037	317,581,651,825,826,827,828	3
7552	92,132,138,49,80,326,570,615	1
3507	80,92,144,120,55,138,356,521,582,626,778	4
3875	92,132,138,521	0
376	263,268,521,694	2
6265	521,482,483	1
2531	92,138,621	3
2908	80,140,521	3
1331	476,477,478,814	4
6337	32,92,147,908,132,554,252,521,704,781,926	4
2901	521,361	1
6599	92,127,723	1
4327	80,92,133,521,747	1
5923	190,92,132,138,351,605,704,778	3
655	361,387,521,655	1
5091	92,138,473,521	3
1601	77,420,92,138,521	1
2967	361,369,387,372,385,814,31	4
679	551,637,521,919	4
6104	384,387,369,521,213,214	1
2382	21,26,92,345,869,448,521,566,704,748	4
41	17,340,240,481,677	4
3760	931	1
6766	61,91,121,663,901,241	3
4575	177,175,174,172,180,521,685	4
6492	92	1
895	92,132,138,521	2
6338	92,138,582,334	2
1532	361,37	2
6819	92	1
3531	138,144,521	1
6413	92,138,205,481,704,901	3
1638	63,92,132,138,356,521,831	3
5633	931	3
6789	92,138,521	1
6805	521	1
127	92,138,18	0
666	92,127,240,582,583,763,918,320	2
2590	92,127,138	2
611	92,508,521,650	2
7007	92,101,138,521,252	2
4722	521,61,91,92,138,875	4
2429	92,121,132,861,918	4
6437	364,361,382,521,362	3
411	521,80,94,138,144,889	3
3951	12,92,138,469	2
3546	80,92,49,138,296,474,499,500,923	4
2400	521,129,138,49,499,626	2
4358	228,229,521	1
4028	173	0
1037	21,92,129,138,132,332,530,570,604	3
7056	21,105,132,137,327,901,902	4
2968	138,144,92,306,521,295,613,55	4
3060	521,928,263,268,488,489,761	0
4386	117,521,527	3
4124	92,138,144,295,521	4
1255	369,521	0
7014	92,138,77,738,21,521	3
2150	77,92,138,521,821	1
6284	521,92,115,132,138,295,606,698	1
6703	931	4
57	92,101,138,521,865	2
5887	92,138,521,619,780,886	4
2017	572,573,928,521	0
7363	931	3
1703	92,138	0
6095	132,92,138,129,615,570	3
5351	12,92,149,127,138,142,197,625,861	4
7267	369,387,521	1
2715	385,369,387	2
4731	19,92,142,192,521,562	3
5148	173,181,240,334,558,753,918	4
5895	92,138,521,562	2
6970	92,138,521,700,149	2
5476	483,482,499,521	4
4717	92,132,205,334,822	3
6386	113,882,521,897	3
1918	92,138,473,521	0
2331	639,825	2
2690	92,111,132,138,209,252,357,830,447,334	4
7381	92,138,521,559	3
1646	92,49,112,138,830,229,236,499,521	1
2456	521,361,387	1
1968	49,129,138,499,521,645	3
1590	487	2
2731	92,132,138,292,413,605,873	3
5557	399,400,401,521,784,405,406,407	3
1975	92,49,127,334,499,738	2
2417	92,111,132,138,144,356,521,570,577,579,615,704	3
7205	92,138,15,331	1
4775	77,92,138,252,677,834	1
3800	92,49,138,144,252,356,499,677	3
2298	92,144,521,611	1
2025	173,177,521	2
997	61,677,669,87	1
3690	168,173,177,521,685	3
3146	266,263,334,652	3
1301	369,384,385	3
5404	92,49	2
4645	138,92,748,18,854	2
540	77,92,50,138,521,568,748	3
4421	263,268,270,521,673,761	3
5846	287,461,521	4
2798	521,132,138,144	2
214	92,132,121,138,252,733,326	3
3673	521,21,138,92,634	0
6364	931	0
5535	369,383	0
61	92,96,491,139,521,744,784,899	3
1008	37,387	3
2518	21,24,142,144,188,521,769,864,906	4
1852	387,369,385,381,390,294,751,521	2
6760	208,258,292,521,572,772,903	4
2154	252,92,138,144,677	1
5219	109,713,521,591,866,535	4
5988	92,627,252,918	3
3827	92,127,667	2
92	92,138,132,121,328	2
4956	92,138,521,605	0
1976	92,138,521,649,88	1
4623	93,92,710	3
2281	521,369,387,384,844	3
2051	521,268,259,255,271,772,831	3
414	92,138,521,690	0
220	521,911,415,913	4
6086	92,19,290	2
2801	334,92,127	0
410	521,60,91,92,116,138,77,144,252,420,589,741	3
2577	61,134,106	3
5364	92,132,138,331,871,873	2
5031	871,873,911,909,486	3
173	92,138	2
2319	92,351,420,138,163,286,521,570	2
6256	92,77	1
4369	92,77,704	1
4585	569	1
2282	92,240,334,901	2
7403	92,138,301,433,456,521,699	3
1839	521,61,138,144	2
792	625,92,138	1
1615	92,138,132,570	1
2446	80,55,92,138,356,481,521,582,626	3
177	156	0
650	40,357,369,521,570,704	2
3965	173,177,521	2
1330	323,92,127,691,541,918	3
5414	578,252,92	0
4509	92,138,867,450,521,870	4
2769	521,913,911,813	1
2158	92	1
5867	263,266	0
6365	334,901,872,92,138,132,80,500,615	4
3855	390,369,385,387,361,521,671,384	3
5741	931	4
3615	90,92,138,142,204,252,356,861	4
4425	369,385,387	0
1505	37,521,537	4
4000	322,874,60,27,74,91,97,391,449,789,604,809,291,875	4
2283	521	1
7395	77,92,138,252,521,741	3
4529	521,21,138,92,625,469	3
1293	521,425	2
5327	138,92,907,491,546,747	1
7465	92,138,521,691	1
6792	77,92,138,252,741,521	0
3295	92,138,481	2
5408	92,132	0
2197	90,92,521,562,689	3
1991	77,92,138,252,778	3
773	61,521,605	1
5616	823,825,827,828	2
1209	522,369,385,383	0
2861	92,132,138,329,679	2
3341	92,111,132,138,208,209,356,448,704,795,798,799,873	4
6623	263,268,267,255,761	4
534	79,91,92,138,594,789	4
7300	201,428,834,525,521,303	4
3994	92,127,334,473,662	1
3678	92,138,481,847,159,456,521,535,725	4
6769	263,266,92,127,8,194,6,256,761,254,357,481,321,240	4
3315	188,208,303,428,521,718	4
4878	92,138,189,252,521,780	4
3293	638	0
3198	369,385,672	1
5139	21,66,92,132,138,200,348,356,521,539,637,579	4
4336	21,138,49,237,148,252,521,677	3
7258	63,80,92,138,450,521,574,706,133	3
2616	12,92,132,138,450,521	4
6059	268,263	1
2589	92,138,570,615	2
6649	92,55,491,138,144,281,521	4
1001	263,268,521,765	2
7582	52,481,861,453,698,927	4
4925	92,55,138,205,243,315,481,704,778,918	4
52	127,252	0
6224	361	1
3718	92,44,138,521,531,715	4
5448	72,92,132,138,106,320,339,679,705,880	4
4089	92,160,208,209,521,601	4
3393	92,138,615,433,513,514,521,570,61	3
3663	60,480,490,704,696,61,91,570,553,92,90,521	3
1923	92,138	2
2099	21,61,521	2
5751	39,11,188,294,369,381,385,387,390,435,507,586,643,811,814,834,873	4
3966	92,138,467,521,737,877	3
5365	92,138,147,188,499,49,830,207,252,447,446,570,704,821,480,497,103,43	4
5477	294,369,385,521,814,834,873,348	3
1813	521,92,138,77,704	2
2221	92	1
60	21,92,138,252,521,738,820,885	1
3390	92,127,132,193,240,334,481,546,666	4
2103	92,521,778,684	1
957	21,138,92,521,681,783	1
5935	33,92,147,138,570,704	2
2100	441,442,446,433,334	3
4880	61,117,393,521	1
982	361,521	0
7213	92	0
4249	369	0
1790	428,844,521	3
6800	92,55,133,139,288,615,18,853,570,854,313	3
3600	92,138,521	2
3462	399,400,401,402,521,682,801	4
5400	77,91,92,521,618	3
602	77,92,138,121,132,7,623,481,474,34,327	4
6537	369,387,390,385,210,342	2
5785	80,92,49,133,138,139,499,496,521,543	2
1567	337	2
236	92,334,469	0
5466	132,129,138,92,128,91,60,144,875,191,0,521	3
5642	92,138,481,491,521,781	3
4730	127,266,694,254	4
837	92,138,521,681,704,798	2
5913	201,369,385,334	4
2089	92,132,138,521,530	3
2460	92,132,138	3
1744	399,398,400,402,403,404,521,682	3
5366	408	0
2181	47,92,138,800,521,704,816,831	2
2096	92,108,138,334,252	2
3086	521,369,387,390,363,718,373	4
4946	92,49,129,138,198,499,357,570,704,820,895	4
3527	931	2
5781	521,363	1
5346	521,287,461	4
5310	521,371,361	1
3689	521,364,369,387,544,632	4
7385	491	0
1093	138,451,521	0
3834	92,138,193,356,521,737	4
7061	46,109,521	4
4145	35,372,385,368,391,431	4
5167	85,60,91,92,111,138,727,521	3
5362	521,92,138,902,521	0
7168	60,76,77,78,92,138,144,189,357,521,524,692,545	4
919	77,92,138,144,521,691,923	3
5517	138,92,77,56,521,601,160	3
2299	92,521,630	0
7171	92,132,513,212,704	1
3056	910,752,914,913,911,521	4
1418	92,115,132,138,252,469,741	3
4079	77,92,138,356,521	0
4223	931	4
4750	92,49,138,212,152,499,521,658	2
116	92,357,481,491,570,704,908	1
616	39,369,387,385,305,20,329,672,814	4
4947	21,92,863,521,531,684	2
318	409	3
2873	521,153,276,263,268,620	3
5712	92,666	1
5752	911,521,236	0
5428	92,132,348,491,521,562,873	4
172	15,92,138,289,481,521,881	4
621	92,138	1
3147	387,521,653	3
231	80,92,49,133,138,499,500,521,615,642	3
3164	92,138,521	2
5859	92,138,318,603	2
3719	521	0
3950	521,572,573	2
4830	92,127,252	0
156	92,138,684	1
3108	92,546,892	3
404	16,188,201,294,334,227,229,234,236,499,500	4
4441	825,828,826	4
4832	35,188,208,228,521,752,232,911,913,914	4
5529	144,521,743	2
2274	12,21,46,92,138,414,521,625,922	4
5618	521	1
4746	92,491,133,138,481,521,743	2
5967	90,92,142,421,149,163,784,454,521,544,659	3
1939	364,369,385,221	4
4436	92,138	0
6914	369,383,522,751	1
6422	369,385	1
3924	92,127,132,138,242,704,901	1
2376	92,49,138,499,521,593	2
3373	521	0
2601	15,60,80,83,92,102,55,246,280,326,331,340,490,582,875	4
5624	92,138,481,521,637	2
2498	536	2
5217	92,129,138,521,704	1
3580	369,387,385,811,381,834,877,521,39	3
3097	92,138,252,521,778	3
2997	92,138,521,627	1
1690	61	3
2399	248,369,384,385,521,581,672	3
115	92,91,60,111,901,131,789,724,830,334	4
5719	521,823,828,825,586,651	2
3523	521,203,348,387,385,369,381,390,165,39,586,834,814,811,581	3
335	369,381,364,385,387,390,521	3
975	521,825,828	2
5115	369,387,390,361,521	2
6633	931	1
5790	521,60,61,102,225,12,88,578,51	3
5074	92	2
6681	80,521	0
240	369,387,385	2
3605	931	3
5321	476,477,638	2
4673	92,132,138,481,748,343	3
6261	825,827,828	3
5782	92,138,252,437,521,529,677	1
7292	92,138,521,677	2
5314	21,92,138,521	2
822	399,400,402,403,521	3
6660	92,297,340	2
6533	263,521,926,261	2
3601	92,138,295,521,704	4
1345	369,385,387,390	2
3264	92	3
4978	92,49,132,499	1
6387	92,127	3
3587	92,127,898	0
4864	521,263,267,268,752	2
5469	906	1
2539	92,138,491,570,615,704	4
6381	825	2
756	18,92,138,350,861,854	3
6478	92,132,138,144,188,203,252,504,737,819	4
2480	61,138,521,731	1
788	387,369	0
512	369,371,387,521	3
2652	144,521	4
7351	2,3,4,809,449,164	4
6919	521,387,364,507,11,581,390,522	4
5965	12,92,129,206,469,894	4
7122	92,334	1
6132	89,92,138,645,690,734	2
4162	21,704	2
1391	92,132,138,57,356,513,331,574,873,433	2
769	92,111,129,132,138,521,681,778,901	3
6458	92,127,704,321,570	4
4714	92,138	1
4103	30,92,55,138,491,521,562,593,724	2
4541	92,334,604	1
604	15,61,144,263,267,268,481,521,831	3
6851	92,129,138,252,521,677	3
2408	188,203,232,294,369,372,374,359,385,387,390,521,586,811,814,834	4
5555	928,521,92,90	1
0	21,23,28,27,78,91,291,521,570,704,776	3
5108	21,92,132,148,138,144,481,145,311,348,448,505,521,539,554,579,834,873,879,882,892	4
3641	91,92,111,132,138,250,677	3
180	334,92,159,918,844,621	4
1128	10,92,138,142,252,521,740,895	4
4788	132,92,138,677	2
6583	92,106,138,144,188,193,195,250,491,521,630,844,884,918	4
3791	521,461,462	3
1359	60,77,91,92,138,521,865,164	4
7368	92,138,521,530	2
1853	92,138,521	2
1028	263,268,521,765	2
5704	50,521,64,641	4
6281	21,92,138,521,574	4
4571	92,132,521	0
1431	92,132,138,348,521,755,897,905	1
6844	361	0
5228	849,400,521	2
4538	28,21,60,46,92,123,138,291,354,448,521,593,724	4
2750	92,106,132,138,207,521,803,804,805,873,880	4
2915	92,129,420,491,794,138,252,295,521	4
5042	521,572	2
3901	248,428,6,284,873	4
7234	521,92,138,77,761,144,619	1
7252	369,381,385,387,521,811,834	2
1161	92,138,144,196,49,499,521,704,893	4
2698	521,10,65,46,92,90,194,197,188,356,396,570,602,704,900	4
3818	911,913	0
6874	92,138,357,521,540,597	1
3106	263,268,521	2
6534	931	3
1304	6,90,91,92,55,128,197,203,319,243,481,873,528,41	4
2389	521,92,127,558	2
2681	263	0
6324	92,138,346,521	3
1104	92,121,132,138,144,642,921	2
5916	521	3
4044	92,138,902,521	2
117	92,132,111,193,331,817,844,873	4
7367	92,138,521,50,735	4
1571	92,138,132,521,570,704	3
4309	60,91,132,521,562,552	1
5693	92,138,144,334,559,712	4
3566	92,138,49,499,521,570,704,304	2
4751	173,177,521,596	0
5406	32,499,521,664,814,842	3
1720	318,433,481	1
2732	92,90	0
4163	92,121,357,144,342	2
4572	132,138,433,521,562,588,892,513	2
843	80,92,521,412	2
1896	263,268,521	1
2813	92,129,138,252,521,570,615,663	3
6875	92,138,99,103,252,677	3
2220	428,102,252,334,420,817	2
687	77,90,51,92,144,447,446,521,861,562,821	4
6647	334,183,205,184,767,242	3
2485	441,521,903	2
2325	263,268,437,521	0
315	92,138,521,569,706,574,902	3
6286	400,401,406,521,849	4
6142	92,138,521,703	1
2015	263,268,521	2
6282	37,92,138,357,369,387,385,873	3
814	387,369,385,672	3
849	521,225	0
1879	92,55,138,187,481,149,521,593,820	3
7162	39,188,195,369,385,387,507,811,11	4
4506	521,132,92,138,57,356,873,636	1
5005	92,138,316,529	1
3271	138,92,690,521	0
1919	92	0
3378	29,48,92,90,138,521,609	4
1560	320,361,11,834	2
6618	369,375,521,655,378,486	3
6030	138,144,521,593,724	3
7289	80,85,92,138	2
5707	92,521,593	3
2148	521,61,77,92,138,356,677	2
6675	92,132,138,901,562,788,338	4
6995	369,387,521,672	2
5154	369,387,385,381,390,37,672,521	4
2401	931	3
7269	518,521,90,677,163,494	2
3522	138,521	1
3519	92,138,918,881,106,677,326	2
2009	316,441,499	1
5807	521,787	4
59	92,51,138,453,521,541	3
4068	173,176,177,533,521	4
4547	92,138,521	1
2218	521,537	2
287	77,92,138	1
2109	132,121,122,92,138,144,197,194,356,704,873	4
50	77,92,138,144,307,252,521,569,780,877,578	4
5902	352,521	3
1152	49,55,72,92,447,822,334,420,587	4
356	21,92,138,144,252,521,677	3
4233	229,235,236,334	2
5725	91,92,111,458,499,497,521,570,615,832	3
